age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
<18,Kayla,Female,Divorced,3-4,Doctorate,Asian,Spanish,UK,Self-employed,Atheism,1953-12-11,High,Other,Suburban,Yes
25-34,Naomi,Non-Binary,Divorced,1,High School,African American,Mandarin,USA,Student,Buddhism,1939-07-12,High,Other,Suburban,Yes
55-64,Kayla,Male,Married,1,Undergraduate,Asian,French,UK,Retired,Christianity,1948-02-13,Moderate,Other,Suburban,No
65+,Iris,Non-Binary,Widowed,3-4,Postgraduate,African American,Mandarin,UK,Student,Buddhism,1994-05-17,Low,Other,Suburban,Yes
35-44,Henry,Male,Married,5+,Postgraduate,African American,Other,USA,Retired,Buddhism,1947-08-20,Low,Permanent Resident,Urban,No
25-34,Rose,Non-Binary,Single,3-4,Postgraduate,Caucasian,Mandarin,UK,Self-employed,Christianity,1995-02-21,Moderate,Permanent Resident,Suburban,No
18-24,Colton,Non-Binary,Single,5+,High School,Asian,Other,Australia,Retired,Christianity,2001-10-21,Low,Work Visa,Rural,Yes
65+,Sebastian,Female,Widowed,5+,Doctorate,African American,French,Australia,Professional,Hinduism,1972-04-12,High,Permanent Resident,Rural,Yes
45-54,Michael,Non-Binary,Single,5+,Postgraduate,Caucasian,Mandarin,Australia,Professional,Hinduism,2000-05-18,Low,Other,Rural,No
55-64,Benjamin,Male,Married,1,Doctorate,African American,Mandarin,USA,Student,Hinduism,1975-12-31,Low,Other,Suburban,No
45-54,Quinn,Female,Single,1,Postgraduate,African American,English,Canada,Student,Hinduism,1981-06-02,Low,Citizen,Urban,No
18-24,Zane,Non-Binary,Married,3-4,Undergraduate,African American,French,India,Professional,Hinduism,1992-04-05,Moderate,Permanent Resident,Urban,No
25-34,Jasper,Non-Binary,Divorced,3-4,High School,Caucasian,Spanish,UK,Retired,Islam,1992-07-13,Moderate,Permanent Resident,Rural,No
65+,Xander,Female,Single,2,High School,Asian,Mandarin,India,Student,Other,1958-05-27,Low,Citizen,Suburban,Yes
18-24,Hudson,Non-Binary,Divorced,1,Undergraduate,Asian,French,Canada,Retired,Hinduism,1949-03-09,Moderate,Work Visa,Suburban,Yes
35-44,Victoria,Non-Binary,Divorced,5+,Doctorate,Hispanic,Spanish,Australia,Student,Other,1962-07-03,Low,Citizen,Urban,Yes
35-44,Laura,Male,Married,2,Undergraduate,Other,French,India,Retired,Hinduism,1967-10-28,Low,Work Visa,Suburban,No
25-34,Isaac,Non-Binary,Divorced,5+,Postgraduate,Caucasian,French,USA,Professional,Islam,1940-06-08,Low,Work Visa,Rural,Yes
55-64,Ophelia,Male,Divorced,2,Undergraduate,Caucasian,Spanish,Australia,Retired,Other,1996-04-17,High,Citizen,Rural,No
25-34,Reed,Male,Married,2,Undergraduate,Asian,Mandarin,UK,Self-employed,Atheism,2004-05-06,High,Permanent Resident,Suburban,No
35-44,Amelia,Female,Divorced,1,Doctorate,Caucasian,Spanish,Canada,Self-employed,Other,1962-12-29,Low,Other,Urban,Yes
65+,Kylie,Non-Binary,Single,5+,Doctorate,Asian,Spanish,Canada,Student,Atheism,1975-11-01,High,Work Visa,Suburban,No
25-34,Delilah,Male,Married,2,Postgraduate,Other,French,USA,Self-employed,Other,1968-05-05,Moderate,Permanent Resident,Rural,No
18-24,PJAnna,Non-Binary,Widowed,2,Postgraduate,Caucasian,French,India,Retired,Hinduism,2002-10-15,Low,Other,Suburban,No
55-64,Asher,Non-Binary,Single,2,Undergraduate,Asian,French,Canada,Professional,Islam,1989-03-08,High,Permanent Resident,Urban,No
45-54,Ian,Non-Binary,Single,2,Undergraduate,Hispanic,English,UK,Student,Islam,1979-04-10,High,Permanent Resident,Suburban,Yes
25-34,Gemma,Female,Married,1,Doctorate,African American,Mandarin,UK,Retired,Islam,1999-05-30,Low,Other,Urban,Yes
25-34,Flynn,Non-Binary,Widowed,1,Doctorate,Hispanic,French,India,Self-employed,Other,1965-02-21,Low,Other,Rural,No
65+,Grayson,Female,Widowed,5+,Doctorate,Other,Other,UK,Student,Islam,2000-02-19,Low,Work Visa,Urban,No
55-64,Laura,Non-Binary,Widowed,3-4,Postgraduate,Other,French,Australia,Self-employed,Atheism,1986-01-26,Low,Citizen,Urban,No
25-34,Nicholas,Male,Divorced,1,Doctorate,Asian,English,India,Professional,Atheism,1957-04-23,Low,Work Visa,Rural,No
18-24,Parker,Male,Widowed,1,Undergraduate,African American,English,Australia,Student,Islam,1967-01-13,Moderate,Citizen,Suburban,No
<18,Gabriel,Male,Widowed,5+,Undergraduate,Other,Mandarin,Canada,Professional,Other,1984-09-04,Low,Permanent Resident,Suburban,No
<18,Fiona,Female,Married,5+,Doctorate,Hispanic,French,Canada,Student,Other,1973-10-07,High,Permanent Resident,Rural,Yes
65+,Olive,Male,Single,1,High School,Hispanic,English,UK,Self-employed,Atheism,1963-08-25,High,Other,Suburban,Yes
65+,Julia,Male,Divorced,2,High School,Hispanic,Spanish,Australia,Retired,Other,1947-12-26,High,Work Visa,Urban,No
45-54,Felicity,Female,Divorced,1,High School,Asian,Spanish,UK,Professional,Atheism,1988-10-21,Moderate,Citizen,Suburban,Yes
35-44,Landon,Female,Divorced,5+,Undergraduate,Caucasian,Spanish,UK,Professional,Buddhism,1968-03-25,Moderate,Other,Urban,No
18-24,Reed,Non-Binary,Married,1,High School,Hispanic,English,USA,Self-employed,Islam,2004-06-27,Moderate,Citizen,Suburban,No
45-54,Xena,Female,Divorced,1,Postgraduate,Other,Other,UK,Self-employed,Atheism,1994-12-16,Low,Citizen,Suburban,No
65+,Nora,Male,Single,2,Undergraduate,Hispanic,Spanish,Canada,Student,Islam,1998-10-26,Low,Other,Rural,Yes
55-64,Blake,Female,Single,5+,Undergraduate,Other,French,USA,Self-employed,Atheism,1974-07-30,Low,Citizen,Suburban,Yes
65+,Quinn,Female,Divorced,1,Doctorate,Asian,French,USA,Self-employed,Atheism,1960-11-23,Low,Work Visa,Rural,Yes
25-34,William,Female,Divorced,1,Doctorate,Asian,Other,India,Self-employed,Hinduism,1954-12-08,Low,Citizen,Urban,Yes
18-24,Olive,Non-Binary,Married,1,Postgraduate,Other,Spanish,India,Professional,Other,2003-10-08,High,Permanent Resident,Suburban,No
<18,Cecilia,Non-Binary,Divorced,1,Undergraduate,Asian,French,UK,Self-employed,Other,2006-12-21,Moderate,Citizen,Rural,Yes
65+,Brianna,Male,Divorced,5+,Postgraduate,Caucasian,English,India,Self-employed,Buddhism,1956-01-27,Low,Work Visa,Rural,Yes
65+,Naomi,Non-Binary,Single,1,Undergraduate,Hispanic,Spanish,UK,Student,Hinduism,2002-01-02,Low,Other,Urban,Yes
18-24,Paisley,Female,Divorced,1,Postgraduate,Caucasian,Other,Canada,Professional,Buddhism,1991-01-28,Low,Work Visa,Rural,No
18-24,Xavier,Male,Married,5+,Undergraduate,African American,Other,Australia,Student,Christianity,1995-08-13,Moderate,Citizen,Rural,No
25-34,Katherine,Non-Binary,Widowed,2,Postgraduate,African American,French,India,Professional,Atheism,1983-02-22,Low,Permanent Resident,Urban,Yes
18-24,Quinton,Non-Binary,Married,3-4,Postgraduate,African American,Other,UK,Professional,Other,1956-08-23,High,Other,Suburban,Yes
35-44,Harper,Female,Divorced,3-4,Undergraduate,Caucasian,Mandarin,Australia,Professional,Islam,1979-07-13,Low,Citizen,Rural,No
45-54,Dakota,Female,Divorced,2,Undergraduate,Hispanic,French,India,Self-employed,Buddhism,1989-05-28,Moderate,Permanent Resident,Suburban,No
18-24,Grace,Male,Single,5+,Undergraduate,African American,Mandarin,UK,Student,Islam,1988-11-14,Moderate,Other,Rural,No
18-24,Ursula,Male,Single,2,Undergraduate,Caucasian,English,India,Student,Buddhism,1946-09-27,High,Work Visa,Urban,No
25-34,Parker,Female,Divorced,2,High School,Asian,French,India,Professional,Buddhism,1957-12-15,Moderate,Work Visa,Suburban,No
55-64,Rose,Non-Binary,Widowed,5+,Doctorate,Other,Spanish,India,Professional,Hinduism,1988-01-18,Moderate,Permanent Resident,Urban,Yes
35-44,Laura,Male,Single,2,Undergraduate,Asian,Mandarin,Canada,Self-employed,Other,1959-09-20,Low,Work Visa,Suburban,No
25-34,Cameron,Non-Binary,Widowed,1,High School,Caucasian,Mandarin,Canada,Retired,Other,2000-08-13,Low,Other,Urban,Yes
35-44,Samuel,Female,Single,1,High School,Other,French,USA,Professional,Atheism,1946-12-05,Moderate,Other,Suburban,Yes
45-54,Ivan,Female,Widowed,3-4,High School,Other,Spanish,UK,Retired,Buddhism,1989-08-25,High,Other,Urban,Yes
45-54,Yvette,Female,Married,5+,Postgraduate,Hispanic,Mandarin,Australia,Retired,Other,1949-05-30,Moderate,Work Visa,Urban,No
65+,Paisley,Male,Married,1,Undergraduate,Hispanic,Mandarin,India,Self-employed,Buddhism,1988-11-18,High,Citizen,Urban,Yes
25-34,Ruby,Male,Married,5+,Doctorate,Caucasian,English,Canada,Retired,Islam,2005-03-07,Low,Other,Urban,No
45-54,Wesley,Female,Single,2,Postgraduate,Other,Mandarin,UK,Student,Islam,1974-06-22,High,Citizen,Rural,No
55-64,Hudson,Male,Single,5+,Undergraduate,Asian,English,India,Student,Christianity,1948-11-26,High,Permanent Resident,Suburban,Yes
45-54,Madison,Non-Binary,Single,5+,Doctorate,Asian,English,USA,Retired,Buddhism,1946-11-13,Moderate,Permanent Resident,Urban,Yes
35-44,Julia,Male,Divorced,1,High School,Asian,English,UK,Retired,Christianity,1953-12-06,Low,Work Visa,Urban,No
45-54,Mason,Non-Binary,Married,1,Doctorate,Asian,French,Australia,Professional,Hinduism,1956-06-28,Low,Citizen,Suburban,No
25-34,Paisley,Non-Binary,Single,3-4,Undergraduate,Other,English,Australia,Self-employed,Hinduism,1940-11-14,High,Work Visa,Urban,No
<18,Oscar,Non-Binary,Divorced,5+,Doctorate,African American,Other,USA,Self-employed,Islam,1971-06-01,High,Other,Rural,No
55-64,Ivy,Male,Married,5+,High School,Asian,Mandarin,India,Student,Islam,1954-09-16,Moderate,Citizen,Urban,Yes
35-44,Zion,Non-Binary,Divorced,1,High School,Caucasian,Spanish,Australia,Retired,Hinduism,1979-01-18,High,Other,Rural,Yes
45-54,Kayla,Non-Binary,Married,1,Postgraduate,African American,Spanish,USA,Student,Other,1996-08-22,Moderate,Permanent Resident,Urban,No
35-44,Ethan,Female,Single,3-4,Doctorate,Hispanic,French,UK,Professional,Atheism,1992-11-20,High,Citizen,Urban,No
45-54,Prarthana,Non-Binary,Divorced,1,Doctorate,Asian,Spanish,UK,Student,Christianity,1947-09-12,High,Work Visa,Urban,Yes
<18,David,Non-Binary,Divorced,2,Doctorate,Caucasian,Spanish,Canada,Student,Buddhism,1980-11-07,Low,Permanent Resident,Suburban,Yes
25-34,Yara,Male,Widowed,1,Doctorate,African American,French,Canada,Student,Christianity,1974-06-01,Low,Other,Suburban,Yes
45-54,Taylor,Female,Widowed,3-4,Postgraduate,Other,Other,USA,Student,Atheism,1966-09-16,Moderate,Citizen,Suburban,No
18-24,Lincoln,Male,Divorced,1,Doctorate,Asian,Mandarin,India,Student,Islam,2001-02-02,Low,Work Visa,Suburban,Yes
25-34,Dakota,Male,Single,2,High School,Asian,French,Canada,Professional,Other,1994-05-24,High,Permanent Resident,Suburban,Yes
55-64,Uriel,Male,Widowed,3-4,Undergraduate,African American,Mandarin,Australia,Professional,Buddhism,2004-03-17,High,Citizen,Rural,Yes
35-44,Isla,Female,Single,5+,Postgraduate,Other,Other,Canada,Student,Hinduism,1971-07-05,Low,Permanent Resident,Urban,Yes
<18,Gemma,Non-Binary,Single,1,Undergraduate,Other,Mandarin,UK,Retired,Christianity,1977-08-18,Low,Other,Urban,Yes
35-44,Edward,Female,Single,1,High School,Asian,Other,Australia,Student,Islam,1952-11-19,Moderate,Citizen,Urban,No
55-64,Bella,Non-Binary,Divorced,2,Postgraduate,Hispanic,French,Canada,Professional,Christianity,1976-05-06,Low,Citizen,Rural,No
18-24,Violet,Non-Binary,Widowed,5+,Undergraduate,Caucasian,French,Canada,Professional,Christianity,1948-02-04,High,Permanent Resident,Rural,No
18-24,Uriel,Female,Widowed,3-4,Doctorate,Asian,French,Australia,Student,Buddhism,2006-07-16,Moderate,Citizen,Suburban,No
55-64,Zara,Non-Binary,Single,2,Undergraduate,Asian,Spanish,USA,Professional,Hinduism,1963-09-15,High,Citizen,Rural,No
45-54,Liam,Male,Single,5+,High School,Hispanic,French,UK,Student,Christianity,1943-10-31,Moderate,Citizen,Urban,Yes
35-44,Isaac,Female,Widowed,2,Doctorate,Hispanic,Other,UK,Retired,Atheism,1989-02-05,Low,Other,Rural,No
<18,Xochitl,Male,Widowed,5+,Doctorate,Hispanic,Other,USA,Self-employed,Islam,1946-03-27,Moderate,Permanent Resident,Urban,No
65+,Dean,Female,Married,1,Postgraduate,Hispanic,Mandarin,Australia,Professional,Buddhism,1968-01-10,High,Other,Urban,Yes
35-44,PJAnna,Female,Single,3-4,Doctorate,Asian,French,Canada,Self-employed,Christianity,1956-03-10,Low,Citizen,Suburban,No
35-44,Diana,Non-Binary,Single,5+,High School,Asian,English,UK,Self-employed,Islam,2001-10-15,Moderate,Work Visa,Urban,Yes
18-24,Kevin,Female,Single,3-4,High School,Asian,English,Canada,Self-employed,Islam,1983-01-08,Low,Other,Urban,Yes
18-24,Sophia,Male,Divorced,2,Undergraduate,African American,English,USA,Retired,Islam,1984-02-24,High,Other,Urban,Yes
45-54,Vivian,Male,Married,5+,Undergraduate,Asian,English,India,Professional,Atheism,1969-05-28,Low,Work Visa,Rural,Yes
65+,Quinn,Non-Binary,Widowed,2,Undergraduate,Hispanic,French,USA,Self-employed,Christianity,1984-01-02,Moderate,Work Visa,Suburban,No
18-24,Brianna,Female,Widowed,1,Postgraduate,Asian,French,Canada,Student,Christianity,2004-12-13,Low,Other,Rural,No
55-64,Harriet,Female,Married,5+,Doctorate,African American,Spanish,India,Student,Buddhism,1991-04-12,Moderate,Other,Rural,Yes
18-24,Cameron,Female,Single,3-4,High School,Asian,Other,Australia,Self-employed,Hinduism,1992-01-11,Moderate,Citizen,Rural,No
35-44,Ulysses,Female,Widowed,3-4,Doctorate,Caucasian,Other,UK,Student,Buddhism,1962-10-31,High,Work Visa,Rural,No
<18,Lucas,Male,Single,2,Undergraduate,Asian,Other,Canada,Self-employed,Other,1958-03-15,High,Citizen,Suburban,No
35-44,Benjamin,Male,Married,1,Postgraduate,Asian,French,Canada,Retired,Other,1976-06-17,Low,Citizen,Suburban,No
18-24,Quintin,Male,Married,1,Postgraduate,Hispanic,French,USA,Professional,Buddhism,1956-08-17,Low,Citizen,Urban,No
25-34,Parker,Male,Married,1,Doctorate,African American,Mandarin,USA,Student,Other,1939-05-30,Low,Citizen,Rural,Yes
<18,Yvonne,Non-Binary,Divorced,3-4,High School,Caucasian,Spanish,India,Retired,Islam,1947-11-07,Moderate,Other,Suburban,No
<18,Kaitlyn,Non-Binary,Single,2,Undergraduate,Asian,Mandarin,Canada,Self-employed,Hinduism,1984-11-22,Moderate,Citizen,Urban,Yes
35-44,Ian,Male,Married,5+,Doctorate,Caucasian,Mandarin,India,Student,Hinduism,1992-10-02,Moderate,Other,Suburban,Yes
<18,Connor,Female,Divorced,2,Undergraduate,Asian,Mandarin,Australia,Professional,Hinduism,1982-11-24,Low,Other,Suburban,Yes
45-54,Julia,Female,Married,1,Postgraduate,African American,English,UK,Self-employed,Atheism,1968-01-31,High,Other,Rural,No
45-54,Harry,Non-Binary,Widowed,2,High School,Other,Other,India,Retired,Hinduism,1957-11-16,Low,Permanent Resident,Urban,No
35-44,Elias,Male,Divorced,3-4,Undergraduate,Hispanic,Other,India,Professional,Hinduism,1989-01-30,Low,Citizen,Suburban,No
18-24,Zane,Male,Divorced,2,Undergraduate,African American,Other,Australia,Self-employed,Christianity,1990-05-03,Moderate,Citizen,Urban,No
25-34,Rebecca,Male,Divorced,5+,Postgraduate,Other,Other,USA,Professional,Christianity,1952-11-20,Low,Citizen,Suburban,Yes
45-54,Kaitlyn,Female,Single,1,Undergraduate,Hispanic,French,India,Professional,Other,1992-07-21,High,Other,Urban,No
65+,Uma,Male,Divorced,5+,Undergraduate,Caucasian,Other,UK,Student,Buddhism,1995-04-27,High,Other,Rural,Yes
35-44,Edward,Non-Binary,Widowed,1,Doctorate,Asian,French,Canada,Self-employed,Christianity,1940-11-12,Moderate,Work Visa,Suburban,No
25-34,Oliver,Non-Binary,Married,5+,Doctorate,Asian,Mandarin,UK,Self-employed,Atheism,1986-06-02,Low,Citizen,Rural,Yes
35-44,Yasmin,Male,Widowed,3-4,High School,Asian,French,UK,Professional,Hinduism,1949-04-18,Low,Permanent Resident,Suburban,No
35-44,Felicity,Male,Widowed,5+,Postgraduate,African American,English,Australia,Retired,Christianity,1979-06-22,Moderate,Permanent Resident,Urban,Yes
65+,Ava,Male,Married,5+,Doctorate,Caucasian,English,Canada,Student,Atheism,1999-07-28,High,Work Visa,Suburban,Yes
18-24,Nicholas,Female,Divorced,3-4,Doctorate,Caucasian,English,USA,Professional,Hinduism,1997-06-29,Moderate,Other,Urban,No
<18,Jade,Female,Single,5+,High School,Asian,Spanish,Canada,Student,Other,1947-05-09,Low,Citizen,Rural,No
35-44,Wesley,Non-Binary,Single,5+,High School,Hispanic,English,USA,Professional,Christianity,1981-09-12,Moderate,Work Visa,Suburban,Yes
25-34,Ximena,Female,Divorced,1,Undergraduate,Other,Spanish,Canada,Retired,Hinduism,1968-11-27,Moderate,Other,Urban,No
25-34,Mia,Male,Single,5+,Doctorate,Caucasian,Spanish,Canada,Self-employed,Hinduism,1952-12-23,Moderate,Citizen,Urban,Yes
18-24,Uriel,Male,Married,3-4,Postgraduate,Other,English,Canada,Self-employed,Hinduism,1989-11-06,Moderate,Citizen,Suburban,Yes
25-34,Ivy,Non-Binary,Married,2,Undergraduate,Asian,English,Australia,Retired,Other,1952-05-27,Moderate,Permanent Resident,Rural,Yes
55-64,Brooke,Female,Widowed,3-4,Undergraduate,Other,Spanish,Canada,Self-employed,Buddhism,1989-01-18,High,Other,Rural,Yes
25-34,Amelia,Female,Married,3-4,Undergraduate,Asian,French,USA,Retired,Christianity,1963-12-07,Moderate,Permanent Resident,Urban,Yes
25-34,Julian,Female,Widowed,1,Doctorate,African American,French,Australia,Retired,Islam,2005-01-22,Moderate,Other,Rural,No
65+,Nathan,Female,Divorced,3-4,High School,Asian,English,Canada,Professional,Buddhism,1966-01-22,Moderate,Citizen,Suburban,No
25-34,Violet,Female,Divorced,1,Undergraduate,African American,English,Australia,Retired,Other,1968-11-10,High,Citizen,Suburban,Yes
18-24,Wesley,Male,Married,5+,High School,Other,Other,USA,Student,Islam,1987-03-08,Low,Citizen,Suburban,No
18-24,Charlie,Male,Single,1,High School,Other,Spanish,India,Professional,Christianity,1973-11-04,Moderate,Permanent Resident,Urban,No
45-54,Quinn,Non-Binary,Married,5+,High School,Asian,Other,UK,Student,Christianity,1944-10-20,Low,Other,Urban,No
45-54,Prarthana,Male,Widowed,1,High School,Asian,French,Canada,Student,Christianity,1986-08-01,Moderate,Work Visa,Urban,Yes
25-34,Quincy,Non-Binary,Widowed,5+,Undergraduate,Asian,Mandarin,Australia,Student,Hinduism,1980-12-08,Low,Work Visa,Suburban,No
65+,Gavin,Male,Married,2,High School,Caucasian,English,Canada,Professional,Other,1944-06-27,High,Work Visa,Urban,No
45-54,Lily,Non-Binary,Married,2,Doctorate,Caucasian,Mandarin,USA,Retired,Atheism,1994-05-25,High,Citizen,Rural,No
18-24,Adam,Female,Single,2,Undergraduate,Caucasian,Other,Australia,Professional,Christianity,1962-02-25,Low,Citizen,Rural,No
18-24,Daisy,Female,Married,2,Undergraduate,Hispanic,Mandarin,Canada,Retired,Islam,1972-09-09,Moderate,Work Visa,Urban,Yes
25-34,Imogen,Male,Married,2,Postgraduate,Caucasian,Spanish,Canada,Self-employed,Hinduism,1992-08-07,Moderate,Permanent Resident,Suburban,Yes
<18,Xena,Female,Widowed,5+,High School,Asian,Mandarin,Australia,Retired,Atheism,1967-12-09,Low,Permanent Resident,Suburban,No
35-44,Kaitlyn,Female,Married,3-4,Postgraduate,Other,French,Australia,Professional,Christianity,1942-11-13,Moderate,Work Visa,Rural,No
25-34,Xenia,Non-Binary,Divorced,5+,Undergraduate,Caucasian,Other,Australia,Student,Hinduism,1969-02-12,Moderate,Work Visa,Rural,No
25-34,Xander,Female,Married,3-4,High School,Caucasian,Other,Canada,Student,Buddhism,1993-07-27,Low,Citizen,Suburban,Yes
45-54,Harper,Male,Single,3-4,Undergraduate,Other,Other,Canada,Retired,Hinduism,1968-05-12,Low,Permanent Resident,Urban,No
25-34,Michael,Female,Single,2,Doctorate,Asian,Mandarin,USA,Student,Christianity,1944-03-11,High,Permanent Resident,Suburban,Yes
25-34,Claire,Non-Binary,Widowed,5+,Undergraduate,African American,Mandarin,USA,Self-employed,Other,1955-01-20,Low,Other,Urban,Yes
55-64,George,Female,Widowed,1,High School,African American,French,India,Professional,Other,1946-10-19,Low,Work Visa,Rural,No
<18,Jordan,Non-Binary,Married,1,Doctorate,Hispanic,French,India,Retired,Atheism,2002-04-11,Moderate,Work Visa,Suburban,Yes
65+,Gabriel,Male,Single,2,Doctorate,Other,Mandarin,UK,Self-employed,Other,1991-11-05,Low,Work Visa,Urban,Yes
25-34,Kayla,Male,Widowed,1,Doctorate,Other,French,USA,Self-employed,Buddhism,1971-07-17,Low,Work Visa,Suburban,Yes
<18,Cecilia,Male,Widowed,3-4,Doctorate,Hispanic,Mandarin,UK,Retired,Other,2006-09-12,Moderate,Permanent Resident,Rural,No
65+,Michael,Non-Binary,Widowed,1,Doctorate,Hispanic,French,Canada,Student,Other,1973-09-21,High,Citizen,Suburban,Yes
25-34,Edward,Male,Married,5+,Undergraduate,Hispanic,Spanish,USA,Professional,Other,1955-03-30,High,Work Visa,Urban,Yes
35-44,Aaron,Non-Binary,Divorced,3-4,High School,Other,English,USA,Retired,Islam,1975-01-02,Moderate,Permanent Resident,Suburban,No
18-24,Blake,Non-Binary,Married,5+,Postgraduate,Asian,English,Australia,Student,Buddhism,1963-04-12,Low,Citizen,Suburban,No
45-54,Grayson,Female,Single,5+,High School,Other,English,UK,Retired,Other,1941-10-03,Low,Permanent Resident,Rural,Yes
