age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
35-44,Ulric,Non-Binary,Single,2,Postgraduate,Hispanic,Spanish,USA,Self-employed,Islam,1997-09-08,Moderate,Permanent Resident,Urban,No
<18,Rose,Female,Single,3-4,Doctorate,Asian,Spanish,USA,Student,Buddhism,2000-09-20,Low,Citizen,Rural,No
<18,Dean,Non-Binary,Single,2,Undergraduate,Hispanic,French,UK,Retired,Hinduism,1965-08-03,Low,Other,Suburban,Yes
45-54,Zane,Female,Single,2,Postgraduate,Other,Mandarin,UK,Professional,Buddhism,1995-05-29,High,Other,Rural,No
<18,Riley,Non-Binary,Divorced,2,Postgraduate,Other,Mandarin,Australia,Student,Buddhism,1984-06-01,Low,Citizen,Suburban,No
18-24,Finn,Non-Binary,Married,1,High School,Asian,French,UK,Professional,Atheism,2002-04-09,High,Citizen,Rural,Yes
25-34,Brianna,Female,Divorced,1,Postgraduate,Other,Other,Canada,Professional,Buddhism,1976-09-23,Low,Work Visa,Suburban,No
55-64,Daisy,Female,Divorced,3-4,High School,Hispanic,Mandarin,India,Retired,Islam,1941-03-01,High,Other,Suburban,No
45-54,Daphne,Male,Divorced,1,Doctorate,African American,French,USA,Retired,Buddhism,1980-04-17,Low,Citizen,Suburban,No
45-54,Miles,Non-Binary,Single,3-4,Undergraduate,Other,English,Canada,Self-employed,Islam,1969-03-21,Low,Permanent Resident,Suburban,Yes
55-64,Liam,Male,Divorced,3-4,High School,Other,Other,India,Student,Christianity,1954-01-10,High,Other,Suburban,No
25-34,Jack,Male,Divorced,2,Undergraduate,African American,Other,India,Retired,Hinduism,1964-01-15,Low,Citizen,Suburban,No
25-34,Harper,Male,Married,5+,Undergraduate,Asian,Spanish,UK,Retired,Islam,1949-05-19,Low,Work Visa,Suburban,No
65+,Kylie,Male,Divorced,5+,Undergraduate,Hispanic,French,UK,Self-employed,Christianity,1964-09-01,Low,Work Visa,Suburban,No
45-54,Uriel,Female,Single,2,High School,Hispanic,Other,India,Student,Christianity,1980-11-21,Moderate,Other,Rural,No
35-44,Yosef,Non-Binary,Single,2,Doctorate,African American,French,UK,Self-employed,Atheism,1985-12-25,Low,Citizen,Rural,Yes
55-64,Julian,Female,Divorced,2,Undergraduate,Other,French,India,Retired,Other,1939-08-10,High,Citizen,Suburban,Yes
35-44,Faith,Male,Married,2,Undergraduate,Asian,Mandarin,India,Self-employed,Christianity,1976-02-04,Moderate,Citizen,Rural,No
45-54,Wesley,Female,Divorced,2,Undergraduate,Other,English,Canada,Retired,Christianity,1986-05-19,Low,Citizen,Rural,No
<18,Kylie,Non-Binary,Married,3-4,Undergraduate,Caucasian,Mandarin,UK,Student,Islam,1973-03-18,Moderate,Citizen,Rural,No
65+,Tina,Male,Single,3-4,Doctorate,Other,Spanish,UK,Student,Islam,1987-04-03,High,Permanent Resident,Rural,Yes
<18,Hazel,Non-Binary,Divorced,2,High School,Asian,French,Australia,Self-employed,Other,1996-06-05,Moderate,Other,Urban,No
45-54,Taylor,Male,Married,1,High School,Other,French,India,Retired,Christianity,1996-10-11,High,Permanent Resident,Suburban,Yes
<18,Zara,Non-Binary,Divorced,3-4,Postgraduate,Other,Other,Australia,Retired,Atheism,1988-02-08,Low,Other,Suburban,Yes
35-44,Taylor,Female,Married,2,Undergraduate,Caucasian,French,USA,Retired,Hinduism,1993-08-15,Moderate,Permanent Resident,Rural,Yes
18-24,Flynn,Non-Binary,Married,1,Undergraduate,Asian,Mandarin,USA,Self-employed,Hinduism,1994-02-17,High,Work Visa,Urban,Yes
25-34,Harriet,Non-Binary,Married,1,Postgraduate,Other,Spanish,Canada,Student,Islam,1967-07-30,Moderate,Permanent Resident,Suburban,Yes
55-64,Dean,Female,Single,5+,High School,Other,Other,UK,Retired,Christianity,1975-11-14,Low,Permanent Resident,Urban,Yes
25-34,Vivian,Male,Married,5+,High School,Asian,Spanish,Australia,Retired,Buddhism,1953-05-11,High,Permanent Resident,Rural,No
25-34,Edward,Female,Divorced,1,High School,Asian,English,India,Student,Other,1968-01-01,Low,Other,Rural,No
25-34,Dakota,Female,Divorced,3-4,Doctorate,Asian,French,USA,Professional,Other,1946-05-18,Moderate,Permanent Resident,Rural,No
45-54,Brianna,Non-Binary,Divorced,5+,High School,Asian,Spanish,India,Student,Islam,1972-07-22,Moderate,Citizen,Rural,Yes
18-24,Kylie,Male,Single,3-4,Undergraduate,Other,Mandarin,India,Professional,Atheism,1998-11-13,Moderate,Citizen,Rural,No
65+,Jasper,Female,Divorced,1,Undergraduate,Other,Spanish,Canada,Retired,Christianity,1994-07-05,High,Permanent Resident,Suburban,No
<18,Jordan,Non-Binary,Single,3-4,Postgraduate,Asian,English,USA,Student,Atheism,2002-02-13,Moderate,Work Visa,Suburban,No
55-64,Bryson,Female,Single,1,Undergraduate,Asian,Spanish,UK,Self-employed,Hinduism,2001-03-21,Moderate,Other,Suburban,Yes
<18,Yara,Female,Married,3-4,Doctorate,Other,Spanish,Canada,Professional,Christianity,2003-04-29,Moderate,Other,Suburban,No
<18,Henry,Male,Single,2,High School,Caucasian,French,USA,Retired,Other,1968-02-25,High,Work Visa,Rural,Yes
65+,Ulysses,Non-Binary,Married,5+,High School,Asian,French,India,Student,Christianity,1941-07-23,Moderate,Work Visa,Rural,Yes
18-24,Hazel,Non-Binary,Divorced,1,Postgraduate,Asian,English,India,Student,Christianity,2002-06-10,Moderate,Citizen,Suburban,No
65+,Bob,Female,Divorced,2,Postgraduate,Asian,Other,Canada,Self-employed,Buddhism,1940-10-21,Low,Citizen,Suburban,Yes
<18,Parker,Non-Binary,Married,1,Undergraduate,Asian,Mandarin,Australia,Retired,Other,2004-01-20,Moderate,Work Visa,Urban,Yes
55-64,Sophia,Non-Binary,Single,2,Postgraduate,Hispanic,English,USA,Student,Islam,1964-11-27,High,Citizen,Rural,Yes
45-54,Nina,Male,Divorced,1,Postgraduate,Asian,English,UK,Professional,Hinduism,1951-02-15,Low,Other,Suburban,Yes
55-64,Elena,Female,Single,5+,High School,Hispanic,Other,UK,Professional,Hinduism,1991-07-04,Low,Citizen,Rural,No
65+,PJAnna,Male,Divorced,2,Doctorate,Other,English,USA,Student,Atheism,1959-11-03,Low,Other,Rural,No
<18,Dakota,Female,Divorced,5+,Postgraduate,Hispanic,English,India,Student,Christianity,1975-03-03,Low,Permanent Resident,Suburban,Yes
35-44,Yvonne,Non-Binary,Single,2,Doctorate,Caucasian,French,USA,Retired,Other,1966-10-13,Low,Work Visa,Rural,Yes
65+,Mason,Male,Married,1,High School,African American,Other,USA,Self-employed,Hinduism,2005-09-06,Low,Permanent Resident,Suburban,Yes
55-64,Julia,Male,Married,5+,Doctorate,Other,Other,UK,Professional,Christianity,1942-05-26,High,Other,Rural,No
65+,Kaitlyn,Female,Married,2,Undergraduate,African American,Other,UK,Self-employed,Hinduism,1983-09-02,High,Permanent Resident,Suburban,Yes
35-44,Naomi,Non-Binary,Divorced,3-4,Postgraduate,African American,English,UK,Student,Islam,1971-07-29,High,Permanent Resident,Suburban,Yes
18-24,Xavier,Male,Divorced,2,Undergraduate,Asian,English,Australia,Student,Islam,1993-07-12,Moderate,Citizen,Suburban,Yes
35-44,Grayson,Non-Binary,Divorced,2,Postgraduate,Other,Spanish,UK,Self-employed,Other,1962-09-29,Low,Permanent Resident,Rural,No
25-34,Ursula,Non-Binary,Married,2,Postgraduate,Caucasian,Mandarin,Canada,Student,Islam,1984-08-28,Low,Citizen,Urban,Yes
55-64,Sienna,Male,Divorced,2,Doctorate,Hispanic,French,Australia,Self-employed,Other,1956-10-17,High,Permanent Resident,Rural,No
<18,Oliver,Male,Divorced,2,Undergraduate,Hispanic,French,Australia,Self-employed,Islam,2003-01-04,High,Citizen,Rural,No
55-64,Yosef,Female,Divorced,3-4,High School,Asian,Spanish,India,Self-employed,Islam,1990-06-17,Low,Permanent Resident,Rural,Yes
<18,Hudson,Female,Married,2,Undergraduate,Asian,Spanish,India,Self-employed,Hinduism,1941-09-25,High,Other,Rural,No
55-64,Cameron,Non-Binary,Divorced,3-4,Doctorate,Other,English,India,Professional,Christianity,1984-08-08,Moderate,Citizen,Urban,No
35-44,Isaac,Male,Single,3-4,Postgraduate,Other,Mandarin,Australia,Self-employed,Islam,1968-03-21,Low,Permanent Resident,Suburban,No
25-34,Aaron,Male,Single,3-4,Undergraduate,African American,Mandarin,Australia,Professional,Christianity,1975-04-30,High,Citizen,Urban,No
45-54,Thomas,Female,Single,2,Postgraduate,Caucasian,Other,UK,Self-employed,Other,1990-12-22,Low,Permanent Resident,Rural,No
25-34,Xander,Male,Divorced,2,Postgraduate,Other,Mandarin,Australia,Retired,Christianity,1987-08-08,High,Citizen,Suburban,No
<18,William,Female,Single,5+,High School,Asian,Other,UK,Retired,Other,1946-01-22,High,Other,Suburban,Yes
25-34,Kayla,Male,Divorced,5+,High School,Asian,English,Australia,Professional,Other,2006-09-27,Moderate,Permanent Resident,Urban,Yes
<18,Lincoln,Male,Married,5+,High School,Asian,French,Canada,Self-employed,Christianity,1967-07-25,High,Permanent Resident,Suburban,No
25-34,Fiona,Female,Married,3-4,High School,Hispanic,Other,Canada,Self-employed,Christianity,1940-03-06,Moderate,Citizen,Suburban,Yes
25-34,Sadie,Non-Binary,Married,3-4,Doctorate,Caucasian,Mandarin,India,Retired,Christianity,2002-12-19,Moderate,Permanent Resident,Rural,No
55-64,Sienna,Non-Binary,Single,2,Postgraduate,African American,French,UK,Student,Buddhism,1946-05-07,High,Other,Rural,Yes
18-24,Elias,Female,Single,1,Doctorate,Asian,Spanish,India,Student,Hinduism,1974-04-10,High,Other,Rural,Yes
45-54,Kyle,Male,Married,1,High School,African American,French,USA,Student,Other,1972-03-04,Moderate,Other,Urban,No
<18,PJAnna,Female,Divorced,1,Doctorate,Caucasian,Other,Canada,Self-employed,Christianity,1952-02-20,High,Work Visa,Suburban,No
25-34,Leah,Female,Divorced,5+,Undergraduate,African American,Other,USA,Professional,Islam,1960-11-15,Moderate,Permanent Resident,Suburban,Yes
65+,Daphne,Female,Divorced,3-4,Undergraduate,Hispanic,English,India,Student,Atheism,1958-09-13,Moderate,Citizen,Urban,No
18-24,Wesley,Non-Binary,Single,5+,Undergraduate,Other,Other,UK,Professional,Other,1961-02-09,High,Work Visa,Suburban,No
65+,Xander,Male,Single,5+,Doctorate,Hispanic,French,UK,Student,Other,1941-12-28,Moderate,Work Visa,Suburban,No
25-34,Quinn,Female,Divorced,5+,Doctorate,African American,English,Australia,Self-employed,Hinduism,1947-02-13,Moderate,Work Visa,Rural,Yes
55-64,Zack,Male,Divorced,3-4,Postgraduate,Other,French,UK,Professional,Hinduism,1957-06-15,High,Work Visa,Rural,Yes
35-44,Iris,Female,Divorced,3-4,Doctorate,Caucasian,French,Canada,Student,Islam,1994-04-20,High,Permanent Resident,Suburban,Yes
18-24,Tina,Male,Divorced,3-4,Postgraduate,Asian,Spanish,Canada,Professional,Buddhism,1946-03-02,High,Permanent Resident,Urban,No
45-54,Bryson,Male,Single,3-4,High School,Caucasian,French,India,Self-employed,Atheism,1942-01-06,Moderate,Permanent Resident,Rural,Yes
45-54,Benjamin,Male,Married,5+,High School,Hispanic,English,USA,Retired,Islam,1977-10-28,Moderate,Work Visa,Rural,Yes
25-34,Ophelia,Non-Binary,Divorced,2,Undergraduate,Other,Mandarin,Australia,Self-employed,Other,1955-05-30,Moderate,Work Visa,Suburban,No
65+,Jade,Female,Divorced,5+,Doctorate,Other,French,India,Self-employed,Christianity,2001-05-10,Low,Work Visa,Suburban,No
45-54,Kyle,Female,Married,1,High School,Asian,Spanish,UK,Professional,Hinduism,1956-10-22,Low,Permanent Resident,Suburban,No
35-44,Michael,Female,Married,2,Postgraduate,Hispanic,English,Australia,Professional,Atheism,1985-05-25,High,Permanent Resident,Rural,No
18-24,Karen,Non-Binary,Single,5+,Doctorate,Asian,English,Australia,Retired,Buddhism,1985-10-23,Moderate,Permanent Resident,Suburban,Yes
18-24,Sadie,Female,Single,3-4,Postgraduate,Hispanic,English,Australia,Retired,Other,1941-11-25,Moderate,Other,Urban,Yes
65+,Thomas,Non-Binary,Married,1,Undergraduate,African American,Spanish,UK,Professional,Christianity,1963-09-06,High,Permanent Resident,Rural,Yes
45-54,Fiona,Non-Binary,Divorced,2,Doctorate,Other,English,Australia,Student,Buddhism,1961-07-26,Low,Permanent Resident,Rural,No
<18,Bryson,Female,Single,1,Postgraduate,Hispanic,Spanish,Canada,Student,Buddhism,1992-10-25,Low,Permanent Resident,Suburban,No
65+,Harper,Female,Single,2,Undergraduate,Asian,French,UK,Self-employed,Buddhism,1951-04-16,Low,Citizen,Suburban,No
25-34,Xavier,Female,Married,3-4,Undergraduate,Caucasian,French,India,Professional,Atheism,1980-12-20,Moderate,Citizen,Urban,Yes
45-54,Uriah,Male,Married,3-4,Postgraduate,Hispanic,Spanish,UK,Self-employed,Christianity,1968-05-05,Low,Citizen,Suburban,Yes
25-34,Faith,Male,Married,1,Doctorate,Other,Spanish,Australia,Retired,Christianity,1954-08-05,Moderate,Work Visa,Rural,Yes
65+,Riley,Male,Single,1,High School,Caucasian,Spanish,India,Retired,Other,1947-07-27,Low,Permanent Resident,Suburban,Yes
35-44,Carter,Female,Married,1,Doctorate,Other,French,India,Professional,Hinduism,1992-07-03,High,Permanent Resident,Urban,Yes
25-34,Zion,Female,Married,2,High School,African American,Other,UK,Student,Hinduism,1986-04-01,High,Citizen,Urban,No
45-54,Quincy,Non-Binary,Single,1,High School,Hispanic,Spanish,Australia,Student,Buddhism,1953-08-03,Low,Permanent Resident,Rural,No
35-44,Nina,Male,Divorced,2,Undergraduate,Asian,Spanish,UK,Self-employed,Other,1953-02-26,Moderate,Citizen,Rural,No
25-34,Ava,Female,Married,2,High School,Hispanic,Mandarin,USA,Professional,Buddhism,1977-01-14,Low,Work Visa,Urban,No
65+,Ivan,Male,Married,2,Postgraduate,Hispanic,Mandarin,Canada,Student,Christianity,1950-11-07,Low,Citizen,Suburban,No
45-54,Charlotte,Non-Binary,Married,3-4,High School,Caucasian,Other,UK,Professional,Hinduism,1982-10-12,Moderate,Permanent Resident,Suburban,No
35-44,Sophia,Non-Binary,Single,5+,Undergraduate,Caucasian,Other,USA,Professional,Christianity,1942-10-27,High,Citizen,Urban,No
25-34,Harry,Male,Divorced,3-4,High School,Other,Other,USA,Professional,Other,1941-06-25,High,Permanent Resident,Suburban,No
45-54,Emmett,Female,Single,1,High School,Asian,Other,India,Retired,Hinduism,1951-08-01,Moderate,Work Visa,Urban,Yes
<18,Julian,Female,Divorced,2,Doctorate,Asian,English,UK,Professional,Hinduism,1981-07-12,Low,Citizen,Rural,No
25-34,Mia,Female,Married,2,Doctorate,Other,Other,USA,Professional,Islam,1969-08-27,Low,Work Visa,Urban,No
35-44,Yvonne,Non-Binary,Single,1,Postgraduate,Other,Spanish,Australia,Retired,Atheism,1980-08-23,Low,Permanent Resident,Suburban,Yes
35-44,Zoey,Male,Single,3-4,Doctorate,Hispanic,Mandarin,Canada,Retired,Buddhism,1994-04-20,Moderate,Work Visa,Urban,Yes
65+,Yasmin,Non-Binary,Divorced,3-4,Doctorate,Asian,Spanish,India,Retired,Hinduism,1997-07-19,Moderate,Other,Urban,No
25-34,Julia,Male,Married,5+,Postgraduate,African American,Mandarin,India,Professional,Hinduism,1976-08-21,Moderate,Permanent Resident,Rural,No
25-34,Gemma,Non-Binary,Divorced,3-4,Doctorate,Hispanic,English,UK,Self-employed,Christianity,1989-02-09,High,Other,Urban,Yes
45-54,Vanessa,Non-Binary,Married,3-4,Postgraduate,Asian,French,USA,Student,Hinduism,1963-03-22,High,Work Visa,Rural,Yes
25-34,Henry,Male,Divorced,3-4,Postgraduate,Other,English,USA,Retired,Christianity,1957-01-09,Low,Other,Urban,Yes
18-24,Kaitlyn,Female,Single,2,Postgraduate,Hispanic,French,USA,Retired,Hinduism,2002-11-10,Low,Other,Urban,Yes
<18,Nicholas,Female,Divorced,2,Postgraduate,Asian,English,India,Retired,Atheism,1961-11-23,High,Citizen,Urban,No
<18,Bob,Male,Divorced,3-4,Doctorate,Asian,English,India,Retired,Islam,1947-02-08,Low,Other,Suburban,Yes
45-54,Jamie,Male,Married,3-4,Undergraduate,Caucasian,Other,India,Student,Islam,1960-07-24,Moderate,Other,Rural,Yes
35-44,Paisley,Female,Divorced,1,Doctorate,Caucasian,French,USA,Self-employed,Other,1954-12-27,Low,Other,Suburban,No
<18,Elena,Male,Married,1,Postgraduate,Asian,French,Canada,Self-employed,Hinduism,1979-01-09,Moderate,Permanent Resident,Rural,No
65+,Olivia,Male,Divorced,3-4,Undergraduate,African American,Spanish,UK,Self-employed,Christianity,1943-10-21,High,Work Visa,Urban,No
18-24,Mila,Non-Binary,Single,3-4,High School,Hispanic,Spanish,UK,Student,Atheism,1963-03-08,Moderate,Permanent Resident,Urban,No
35-44,Blake,Non-Binary,Married,2,Undergraduate,Other,Spanish,UK,Professional,Other,1982-12-09,Low,Citizen,Rural,Yes
35-44,Miles,Non-Binary,Married,5+,High School,Other,Other,USA,Retired,Atheism,1982-04-14,Low,Citizen,Suburban,Yes
65+,Nora,Male,Single,5+,High School,Hispanic,Other,UK,Professional,Atheism,1987-05-26,Moderate,Work Visa,Urban,No
45-54,Harriet,Female,Divorced,1,High School,Caucasian,Other,UK,Retired,Christianity,1978-10-26,Low,Other,Rural,No
25-34,Victoria,Male,Single,3-4,Undergraduate,Asian,French,USA,Retired,Christianity,1971-08-09,Low,Permanent Resident,Rural,Yes
35-44,Diana,Non-Binary,Single,1,Postgraduate,Asian,Other,India,Professional,Christianity,1968-02-26,High,Citizen,Urban,No
55-64,Gideon,Female,Divorced,1,Doctorate,African American,Mandarin,USA,Student,Hinduism,1945-12-25,Low,Work Visa,Rural,Yes
25-34,Alice,Male,Single,3-4,High School,Other,Other,UK,Retired,Other,1963-02-02,Low,Permanent Resident,Suburban,Yes
55-64,Thomas,Female,Divorced,1,Doctorate,Asian,French,India,Student,Islam,1956-09-23,Moderate,Other,Urban,No
55-64,Zane,Male,Married,1,Postgraduate,Caucasian,Other,India,Self-employed,Hinduism,1998-01-07,Low,Permanent Resident,Rural,No
45-54,Ulysses,Female,Divorced,3-4,High School,Hispanic,Mandarin,India,Professional,Christianity,1970-04-01,Low,Permanent Resident,Rural,No
45-54,Delilah,Female,Married,3-4,High School,Asian,Spanish,USA,Professional,Other,1958-02-22,High,Work Visa,Suburban,Yes
55-64,Tina,Male,Married,5+,Postgraduate,Hispanic,Other,Canada,Self-employed,Christianity,1990-04-29,Low,Permanent Resident,Rural,No
35-44,Finn,Female,Married,5+,Undergraduate,Other,Spanish,India,Self-employed,Hinduism,1983-02-21,High,Permanent Resident,Suburban,No
<18,Hazel,Female,Divorced,2,Doctorate,Hispanic,Mandarin,Australia,Self-employed,Atheism,1942-04-09,Low,Other,Suburban,No
18-24,Violet,Non-Binary,Single,2,Undergraduate,Asian,Mandarin,UK,Professional,Other,1953-11-15,Low,Permanent Resident,Urban,No
<18,Yvonne,Female,Single,2,Undergraduate,African American,English,UK,Student,Hinduism,1982-03-18,Low,Other,Urban,No
<18,Lily,Male,Married,3-4,High School,Other,Mandarin,Canada,Student,Other,1993-07-25,Low,Other,Rural,No
18-24,Warren,Non-Binary,Single,1,High School,Asian,French,USA,Student,Islam,1957-05-10,Low,Work Visa,Suburban,Yes
65+,Ivan,Female,Married,5+,High School,Hispanic,English,UK,Professional,Hinduism,1975-08-26,Low,Permanent Resident,Urban,Yes
35-44,Madison,Male,Single,1,Postgraduate,Asian,English,Canada,Retired,Atheism,1966-11-11,Moderate,Citizen,Urban,No
55-64,Violet,Male,Married,2,Postgraduate,Other,French,Australia,Retired,Other,1946-10-10,Moderate,Permanent Resident,Urban,Yes
55-64,Yvonne,Female,Single,2,High School,Other,English,UK,Self-employed,Other,1953-08-31,Moderate,Work Visa,Suburban,Yes
35-44,Victor,Non-Binary,Divorced,5+,Undergraduate,Asian,Other,USA,Self-employed,Buddhism,1944-11-04,Low,Citizen,Suburban,No
45-54,Yvonne,Female,Married,1,Undergraduate,Asian,English,Canada,Professional,Christianity,2005-12-25,Moderate,Permanent Resident,Suburban,Yes
65+,Mila,Female,Married,3-4,Postgraduate,Caucasian,Spanish,Canada,Retired,Christianity,1939-06-20,Low,Other,Urban,No
65+,Tucker,Male,Single,3-4,Doctorate,Asian,Other,India,Retired,Christianity,1976-09-26,Moderate,Citizen,Suburban,Yes
55-64,Katherine,Male,Divorced,2,High School,Asian,Mandarin,Australia,Student,Hinduism,2000-06-18,Moderate,Work Visa,Suburban,Yes
18-24,Zoey,Non-Binary,Single,5+,Postgraduate,Asian,French,Australia,Retired,Atheism,1955-04-19,Low,Permanent Resident,Rural,Yes
18-24,Olive,Non-Binary,Single,3-4,High School,African American,French,India,Self-employed,Buddhism,1991-03-04,Low,Other,Urban,No
25-34,Bella,Male,Married,5+,Undergraduate,African American,French,USA,Professional,Hinduism,1961-08-09,Moderate,Other,Suburban,No
35-44,Frank,Female,Single,2,Postgraduate,Asian,French,India,Student,Buddhism,1982-01-17,High,Citizen,Rural,Yes
65+,Parker,Female,Married,5+,High School,Hispanic,Mandarin,USA,Professional,Hinduism,1987-02-27,Low,Other,Rural,No
25-34,Quincy,Non-Binary,Divorced,5+,High School,Hispanic,Spanish,Australia,Professional,Other,1997-08-11,Moderate,Permanent Resident,Urban,No
55-64,Eleanor,Male,Divorced,5+,Postgraduate,Caucasian,Other,India,Student,Atheism,1939-12-08,High,Work Visa,Rural,No
18-24,Flynn,Non-Binary,Married,3-4,Postgraduate,Caucasian,English,USA,Student,Christianity,1986-02-25,Moderate,Permanent Resident,Urban,Yes
45-54,Benjamin,Male,Married,2,Postgraduate,Other,English,USA,Student,Hinduism,1988-11-07,Low,Permanent Resident,Suburban,Yes
65+,Rose,Male,Married,2,Postgraduate,Asian,Spanish,India,Professional,Other,1981-05-17,Low,Other,Rural,Yes
